o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
4202850,145483,F,132550.10,1993-05-13,4-NOT SPECIFIED,Clerk#000000628,0,foxes are fluffily. furiously expres
4202851,122434,F,216264.71,1994-05-24,1-URGENT,Clerk#000000670,0,al instructions poach regular dugouts? requests b
4202852,22258,O,165477.41,1998-03-16,2-HIGH,Clerk#000000436,0,"xpress, even warthogs. quickly regular grouches sleep blithely. furious"
4202853,108655,F,113675.01,1994-08-17,2-HIGH,Clerk#000000625,0,iers. furiously unusual foxe
4202854,39109,F,65381.31,1993-08-28,3-MEDIUM,Clerk#000000321,0, regular packages breach-- slyly fin
4202855,2920,F,196179.92,1993-11-10,4-NOT SPECIFIED,Clerk#000000704,0, final requests above the quickly express packag
4202880,11980,O,102092.86,1995-07-27,5-LOW,Clerk#000000086,0,eas. silent excuses cajole carefully. express pinto beans w
4202881,28232,F,82671.00,1994-07-01,1-URGENT,Clerk#000000237,0,r the fluffily bold theodolite
4202882,44002,F,43800.47,1992-07-09,3-MEDIUM,Clerk#000000840,0,y regular excuses sleep carefully among the furi
4202883,10928,F,108773.75,1994-06-01,4-NOT SPECIFIED,Clerk#000000930,0,nusual requests near the ca
4202884,55342,O,202973.25,1996-08-12,4-NOT SPECIFIED,Clerk#000000904,0, believe furiously about the carefully regular deposits. ironic packa
4202885,132571,F,212423.74,1992-07-08,4-NOT SPECIFIED,Clerk#000000644,0, cajole final packages. slyly un
4202886,1828,F,18342.61,1992-12-06,5-LOW,Clerk#000000706,0,regular requests are. carefully ironic Tiresias haggle. special req
4202887,91996,F,246240.01,1992-03-10,3-MEDIUM,Clerk#000000939,0,leep furiously whithout the 
4202912,115744,O,266010.70,1997-10-26,1-URGENT,Clerk#000000022,0,sual deposits. unusual foxes haggle blithely. furiously special theo
4202913,82192,P,146478.91,1995-06-05,4-NOT SPECIFIED,Clerk#000000150,0," unusual pinto beans. express, regular deposits are. final requests haggle am"
4202914,49129,F,70404.58,1993-01-13,3-MEDIUM,Clerk#000000358,0,ipliers. theodolites believe. ironic re
4202915,90595,O,126312.78,1997-10-06,2-HIGH,Clerk#000000473,0,pinto beans. blithely special saute
4202916,101054,O,156291.38,1995-12-09,1-URGENT,Clerk#000000100,0,ar ideas. quickly final packages wake. 
4202917,102050,F,220074.65,1993-07-20,5-LOW,Clerk#000000839,0,y silent requests. express packages are. special accounts cajole
4202918,38345,F,230365.04,1992-06-26,2-HIGH,Clerk#000000555,0,inal warhorses shall haggle according to the slyly final hockey players. ca
4202919,55631,O,130576.95,1996-04-16,2-HIGH,Clerk#000000940,0,silently pending dependencies
4202944,29077,O,221762.27,1996-05-31,4-NOT SPECIFIED,Clerk#000000183,0,. deposits after the quickly expre
4202945,124363,F,93055.18,1995-02-28,3-MEDIUM,Clerk#000000687,0,es boost furiously carefu
4202946,56824,F,198536.93,1992-05-16,2-HIGH,Clerk#000000769,0," cajole furiously unusual theodolites. pending, regular requests cajol"
4202947,119347,F,137715.15,1992-08-14,3-MEDIUM,Clerk#000000869,0,"ggle slyly express, even accounts. carefully regular request"
4202948,55369,F,192414.04,1994-08-18,5-LOW,Clerk#000000619,0,arefully besides the regular packages. never final pinto beans sleep carefu
4202949,119723,O,73296.40,1998-05-30,1-URGENT,Clerk#000000677,0,requests affix. quickly final courts above the quickly express asymptotes e
4202950,79136,F,21639.12,1994-01-05,1-URGENT,Clerk#000000463,0,". special, even packages believe; slyly pending deposits h"
4202951,135115,F,186958.72,1994-03-07,3-MEDIUM,Clerk#000000350,0,furiously. fluffily express requests sleep blithely. blithely reg
4202976,10972,F,279447.07,1992-02-19,1-URGENT,Clerk#000000116,0,e according to the furiously special deposits. blithely ironic packages ha
4202977,42112,O,89165.47,1996-07-28,1-URGENT,Clerk#000000521,0,"nic, ironic instructions "
4202978,71023,O,113073.99,1995-09-22,1-URGENT,Clerk#000000093,0,ests. furiously ironic requests cajole doggedly at the quiet requests. blithe
4202979,133495,O,199366.63,1995-10-21,4-NOT SPECIFIED,Clerk#000000384,0,sts promise. carefully express ideas 
4202980,90226,P,49868.87,1995-05-18,3-MEDIUM,Clerk#000000394,0,pecial accounts. expr
4202981,53813,P,101923.90,1995-03-15,1-URGENT,Clerk#000000964,0,iously pending deposits according to the carefully pending pinto bea
4202982,68618,F,66731.47,1992-10-29,4-NOT SPECIFIED,Clerk#000000634,0,atterns use. carefully even
4202983,51073,F,48594.48,1994-08-25,3-MEDIUM,Clerk#000000384,0, detect blithely among th
4203008,57721,O,181499.09,1998-06-27,5-LOW,Clerk#000000086,0," special ideas sleep fluffily along the carefully bold instructions. even, iro"
4203009,57121,F,151183.45,1993-04-29,3-MEDIUM,Clerk#000000218,0,pecial pinto beans. slyly even sheaves wake. slyly final accounts
4203010,30458,F,124785.36,1993-05-03,4-NOT SPECIFIED,Clerk#000000650,0,slyly since the pending packages. 
4203011,93820,O,223733.67,1995-12-03,1-URGENT,Clerk#000000562,0,ites: accounts nag. furiously special dependencies det
4203012,1247,O,203564.61,1997-09-04,5-LOW,Clerk#000000270,0,e the furiously unusual dependencies cajole slyly furiously special courts
4203013,108181,F,51094.67,1994-12-23,3-MEDIUM,Clerk#000000971,0, the unusual requests. furiously bold a
4203014,22105,O,177658.02,1997-03-15,4-NOT SPECIFIED,Clerk#000000963,0,lly ironic asymptotes haggle-- depende
4203015,103069,O,117120.70,1998-01-20,3-MEDIUM,Clerk#000000999,0,lar deposits. furiously unusual requests across the carefully final foxes w
4203040,77728,O,88334.57,1998-05-16,3-MEDIUM,Clerk#000000689,0,ckly even deposits along the regular pinto beans wake blithely ac
4203041,5696,O,11298.70,1995-09-18,5-LOW,Clerk#000000638,0,requests. ironic patterns snooze. blithely final packages nag blithely. spec
4203042,22354,O,83693.83,1996-05-23,5-LOW,Clerk#000000777,0,tions above the regular requests cajole packages
4203043,98449,F,150176.17,1992-01-03,1-URGENT,Clerk#000000528,0,ly express requests sublate quickly slyly ironic instructions. carefully 
4203044,123250,O,144668.25,1996-03-31,2-HIGH,Clerk#000000711,0,ular dependencies haggle alo
4203045,90116,F,224741.37,1994-09-04,3-MEDIUM,Clerk#000000667,0,fully express deposits. slyly unusual as
4203046,13190,O,298505.02,1996-03-19,4-NOT SPECIFIED,Clerk#000000106,0,blithely even deposits cajole quickly furiously 
4203047,128797,O,76854.86,1997-09-22,1-URGENT,Clerk#000000627,0,ctions integrate furiously carefully regular sheaves! slyly unusual i
4203072,16847,F,78447.12,1993-12-16,2-HIGH,Clerk#000000318,0, carefully. carefully even excuses cajole a
4203073,83597,F,53999.53,1994-05-03,2-HIGH,Clerk#000000174,0,its sleep carefully according to
4203074,112777,F,122835.55,1992-03-24,5-LOW,Clerk#000000327,0," express packages cajole furiously. final, regu"
4203075,38255,O,151981.61,1997-03-12,3-MEDIUM,Clerk#000000439,0,en requests cajole quickly ironic account
4203076,39832,O,108544.30,1996-11-21,1-URGENT,Clerk#000000351,0, beans. slyly express 
4203077,137575,O,275502.76,1998-01-30,3-MEDIUM,Clerk#000000847,0, of the permanently final acco
4203078,118969,O,135198.22,1995-08-30,5-LOW,Clerk#000000512,0,"its haggle ironic, regular pinto beans. fluff"
4203079,137248,O,43219.47,1996-06-17,5-LOW,Clerk#000000911,0,es sleep. pinto beans boost caref
4203104,9956,O,217862.46,1996-07-04,5-LOW,Clerk#000000067,0,telets; final platelets wake blithely. fina
4203105,68599,F,22740.07,1993-10-14,5-LOW,Clerk#000000207,0,sits. bold instructions are carefully according t
4203106,39022,O,66560.52,1997-01-28,3-MEDIUM,Clerk#000000888,0, fluffily regular instructions. final a
4203107,29071,F,59201.43,1993-06-15,1-URGENT,Clerk#000000810,0,ding requests promise slyly. blithely slow deposits solve 
4203108,26177,O,184345.43,1996-08-09,2-HIGH,Clerk#000000708,0,cingly final excuses. furiously ironic requests wake among the f
4203109,142925,O,29877.68,1997-05-09,3-MEDIUM,Clerk#000000469,0," pinto beans wake carefully final, even deposits. sly"
4203110,34997,O,206017.19,1997-03-09,2-HIGH,Clerk#000000400,0,ecoys? regular instructions wake carefully
4203111,37207,O,103296.82,1997-07-04,2-HIGH,Clerk#000000914,0,ns detect furiously regular asymptotes. carefully final instructions wake fluf
4203136,111709,O,163723.42,1998-06-10,2-HIGH,Clerk#000000762,0,"ions. final, regular packages wake under the un"
4203137,65716,F,240327.04,1992-02-03,2-HIGH,Clerk#000000228,0,uriously quickly even realms. slyly ironic pinto
4203138,34531,O,92512.51,1997-12-31,5-LOW,Clerk#000000107,0,ounts cajole alongside of the carefully bold packages? silent pinto b
4203139,129724,F,92152.38,1993-12-24,1-URGENT,Clerk#000000608,0,ays unusual accounts sleep among the slyly ironic 
4203140,145088,O,233037.87,1997-07-26,2-HIGH,Clerk#000000619,0, platelets. permanently even reque
4203141,84563,F,143799.17,1992-09-24,2-HIGH,Clerk#000000501,0,ly against the quickly pending requests. slyly special packages nag evenly sly
4203142,139007,F,240028.08,1995-02-09,3-MEDIUM,Clerk#000000450,0,"sts about the final, pending acco"
4203143,26158,O,128408.07,1997-02-10,3-MEDIUM,Clerk#000000496,0,the furiously express pac
4203168,136516,F,75169.37,1993-05-01,5-LOW,Clerk#000000358,0,special packages against the furiously ironic theodolites wake careful
4203169,142477,O,75396.84,1996-01-31,4-NOT SPECIFIED,Clerk#000000438,0,"ly. unusual, final platelets boost furiously. closely regular id"
4203170,145456,O,82290.92,1996-10-12,4-NOT SPECIFIED,Clerk#000000286,0,deposits use above the quickly re
4203171,127460,O,388895.41,1995-12-16,3-MEDIUM,Clerk#000000196,0,sits wake quickly. furiously regular excuses a
4203172,68966,F,74265.32,1993-09-13,4-NOT SPECIFIED,Clerk#000000889,0,ronic pinto beans n
4203173,52478,F,192435.28,1994-09-30,4-NOT SPECIFIED,Clerk#000000870,0,hely regular theodolites haggle carefully ironic ideas. even theodolites s
4203174,133601,O,293067.52,1998-03-03,3-MEDIUM,Clerk#000000719,0,y final dinos eat. bold
4203175,78616,F,146195.27,1992-10-30,4-NOT SPECIFIED,Clerk#000000502,0, unusual instructions wake quickly above
4203200,67013,O,217620.40,1997-10-29,3-MEDIUM,Clerk#000000572,0,unusual ideas sleep blithe
4203201,80704,F,283333.04,1993-03-01,3-MEDIUM,Clerk#000000787,0,quickly special requests nag
4203202,67148,O,215304.38,1995-10-09,5-LOW,Clerk#000000429,0,structions despite the slyly regula
4203203,90161,O,159074.65,1995-10-24,2-HIGH,Clerk#000000405,0,of the furiously final multipliers. regular dugouts cajole furiously slyly un
4203204,26663,F,137609.07,1993-03-06,1-URGENT,Clerk#000000552,0,y furiously express forg
4203205,61030,O,148802.46,1996-08-30,4-NOT SPECIFIED,Clerk#000000859,0," dugouts. furiously final theodolites wake. unusual, regular de"
4203206,148315,F,25422.04,1992-12-24,4-NOT SPECIFIED,Clerk#000000766,0,"s affix pending, special "
4203207,212,O,41551.77,1997-10-05,4-NOT SPECIFIED,Clerk#000000025,0, play quickly against the fluffily bold accounts
4203232,99385,F,341122.51,1994-05-11,3-MEDIUM,Clerk#000000091,0,"among the blithely silent deposits. express, silent "
4203233,91528,F,96077.28,1994-07-23,2-HIGH,Clerk#000000658,0,"s along the regular deposits boost across the special, ironic "
4203234,53302,F,195797.76,1993-02-15,5-LOW,Clerk#000000146,0,uriously ironic requests boost slyly pending courts. fluffily ironic requests
4203235,23230,F,74014.72,1995-02-16,1-URGENT,Clerk#000000337,0,s cajole slyly after the furiously silent e
4203236,116443,F,268229.54,1992-11-14,3-MEDIUM,Clerk#000000048,0, the busily silent package
4203237,144347,F,191939.85,1993-09-06,2-HIGH,Clerk#000000347,0,y. blithely regular account
4203238,86168,O,139178.11,1997-08-26,1-URGENT,Clerk#000000852,0,usual pinto beans. special packages wake furiously. bu
4203239,110936,F,337724.18,1994-08-14,5-LOW,Clerk#000000782,0,ly enticing requests cajole. slyly ironic pa
4203264,138790,F,24608.65,1994-06-16,4-NOT SPECIFIED,Clerk#000000669,0,are slyly express foxes. silently final excuses nag bl
4203265,133396,O,24681.76,1996-10-03,3-MEDIUM,Clerk#000000810,0,d instructions are. furiously pending foxes
4203266,78175,F,180102.78,1993-01-20,2-HIGH,Clerk#000000371,0,rding to the fluffily bold ideas. daringly e
4203267,35395,O,374368.62,1997-11-13,1-URGENT,Clerk#000000729,0, blithely express ideas. furiously thin accounts
4203268,129908,F,58507.00,1992-01-15,4-NOT SPECIFIED,Clerk#000000011,0,haggle after the carefully even instructions. care
4203269,105278,F,239911.55,1992-06-28,3-MEDIUM,Clerk#000000327,0,uriously express instructions. blithely regular foxe
4203270,6880,F,27964.55,1994-05-18,4-NOT SPECIFIED,Clerk#000000494,0,uests. carefully unusual requests sleep about the express deposits
4203271,112882,F,61546.17,1993-03-11,3-MEDIUM,Clerk#000000308,0,efully special accounts sublate above the accounts. blithely regular epitap
4203296,134071,O,62235.56,1997-05-15,2-HIGH,Clerk#000000338,0,"even, pending deposits along the express, pen"
4203297,619,F,181460.15,1994-04-17,5-LOW,Clerk#000000988,0,usly ironic hockey players. carefully special foxes cajole bli
4203298,32269,O,216144.16,1998-02-12,5-LOW,Clerk#000000733,0,"is try to boost ironically idle, ironic dep"
4203299,74191,O,205228.29,1995-11-25,4-NOT SPECIFIED,Clerk#000000996,0,s above the ironic ideas 
4203300,119194,F,62552.94,1994-04-01,3-MEDIUM,Clerk#000000145,0,oys cajole quickly according to the
4203301,13420,F,216229.83,1993-11-16,2-HIGH,Clerk#000000477,0,ke. blithely unusual deposits serve bl
4203302,81163,O,199143.17,1996-05-08,1-URGENT,Clerk#000000794,0,ing to the special pla
4203303,137344,O,242280.02,1996-07-18,5-LOW,Clerk#000000452,0,es wake slyly alongside o
4203328,123517,O,243070.64,1997-03-28,2-HIGH,Clerk#000000275,0,into beans past the fluffily final 
4203329,81496,O,251176.55,1996-10-19,2-HIGH,Clerk#000000073,0,ests. slyly special packages affix carefully furiously ironic theodolite
4203330,49397,F,30435.63,1995-04-06,1-URGENT,Clerk#000000226,0,special accounts was fluffily sp
4203331,112106,F,135464.74,1992-06-13,2-HIGH,Clerk#000000790,0,eas. bold ideas wake pinto beans. carefully pending as
4203332,14323,P,284766.51,1995-05-03,4-NOT SPECIFIED,Clerk#000000500,0,ffily special pinto beans wake fluff
4203333,103631,O,92530.41,1995-05-24,2-HIGH,Clerk#000000953,0,r the fluffily special instructions. quickly regular requests al
4203334,61762,O,82754.43,1995-10-16,2-HIGH,Clerk#000000311,0,y express pinto beans against the slyly regular packages affix 
4203335,6166,O,113782.01,1995-09-19,5-LOW,Clerk#000000148,0,beans. blithely even asymptotes haggle slyly slyly final 
4203360,131875,O,116954.84,1997-09-13,4-NOT SPECIFIED,Clerk#000000873,0,ckly pending forges. asymptotes across the furiously ironic packages sleep bli
4203361,16399,O,119534.29,1997-03-03,1-URGENT,Clerk#000000882,0, instructions. slyly special
4203362,61970,O,231889.70,1996-09-21,1-URGENT,Clerk#000000836,0,s use after the fluffily regular pinto beans. fl
4203363,73298,O,108125.11,1996-12-15,2-HIGH,Clerk#000000716,0,efully thin tithes. blithely pending accounts cajole among the
4203364,112756,O,46729.78,1996-07-03,3-MEDIUM,Clerk#000000448,0,"l, pending accounts lose furiously above "
4203365,107947,O,166025.46,1996-03-25,4-NOT SPECIFIED,Clerk#000000579,0,packages; fluffily final
4203366,10939,O,127839.86,1997-05-28,1-URGENT,Clerk#000000774,0, idly enticing requ
4203367,82594,O,66732.34,1995-07-21,5-LOW,Clerk#000000739,0,"furiously ironic, bold instructions. car"
4203392,37243,O,55724.90,1996-03-31,3-MEDIUM,Clerk#000000576,0, packages across the quickly regular ideas
4203393,125603,O,228869.03,1996-02-10,3-MEDIUM,Clerk#000000864,0,eath the regular tit
4203394,54319,F,165110.90,1992-05-15,4-NOT SPECIFIED,Clerk#000000210,0, bold dependencies. slyly 
4203395,24859,O,307142.84,1996-03-25,3-MEDIUM,Clerk#000000222,0,nusual packages wake carefully across th
4203396,47948,F,113399.68,1993-11-29,4-NOT SPECIFIED,Clerk#000000904,0, after the quickly final foxes! pending requests run furiously 
4203397,60892,O,65859.42,1997-08-05,4-NOT SPECIFIED,Clerk#000000690,0,ily even accounts boost platelets. even deposits wake furi
4203398,100816,O,64846.36,1997-01-01,3-MEDIUM,Clerk#000000150,0,s. packages haggle above the 
4203399,138124,O,166648.96,1997-08-17,3-MEDIUM,Clerk#000000830,0,"ges use blithely packages-- pending, final deposits are fluffily along"
4203424,33289,O,99254.27,1997-04-06,3-MEDIUM,Clerk#000000647,0,ar requests haggle blithely furiously expr
4203425,105046,F,64638.11,1994-06-08,1-URGENT,Clerk#000000770,0,deposits detect carefully. pending foxes i
4203426,145684,O,218562.14,1996-07-21,4-NOT SPECIFIED,Clerk#000000106,0,"y express instructions. regular, bold foxes sleep fluffily. foxes befor"
4203427,49138,F,251999.40,1994-05-31,5-LOW,Clerk#000000719,0,deas. furiously regular requests integrate blithely regular deposits.
4203428,110065,O,92697.52,1997-10-12,2-HIGH,Clerk#000000497,0,blithely pending dep
4203429,50588,O,166124.25,1998-01-11,5-LOW,Clerk#000000690,0,are carefully even request
4203430,16357,F,244051.07,1992-06-29,3-MEDIUM,Clerk#000000964,0,"g orbits. special, regular packages wake quickly. carefully unusual"
4203431,79504,F,120384.54,1994-01-24,3-MEDIUM,Clerk#000000030,0,counts. ironic accounts sle
4203456,17476,F,185128.83,1994-02-05,2-HIGH,Clerk#000000583,0, fluffily even Tiresias. ironic idea
4203457,138454,F,62506.34,1993-08-05,3-MEDIUM,Clerk#000000256,0,y ruthless packages integrat
4203458,21427,O,60193.58,1996-08-12,4-NOT SPECIFIED,Clerk#000000905,0,equests affix slyly according to the busily pending theodolite
4203459,91573,F,217167.90,1993-11-28,3-MEDIUM,Clerk#000000460,0,ons wake blithely-- u
4203460,51824,F,18266.76,1992-01-03,5-LOW,Clerk#000000908,0,g the bold pinto beans wake furiously sly
4203461,105133,F,245734.70,1993-09-09,2-HIGH,Clerk#000000740,0,ely even packages. carefully express courts haggle ruthl
4203462,116185,F,29440.93,1995-03-28,1-URGENT,Clerk#000000179,0,even requests. blithely unusual acco
4203463,143345,F,108799.23,1992-04-30,4-NOT SPECIFIED,Clerk#000000495,0,"azzle. requests above the instructions use blithely ironic, silent pint"
4203488,34075,O,146240.49,1997-08-13,3-MEDIUM,Clerk#000000705,0,pending pinto beans cajole carefully. final ideas nag according to
4203489,130267,O,115932.74,1996-10-23,1-URGENT,Clerk#000000377,0,slyly against the accounts.
4203490,142339,F,267047.38,1994-05-05,4-NOT SPECIFIED,Clerk#000000923,0,kly after the slyly regular pinto beans. even patterns among the u
4203491,69556,P,277879.45,1995-02-25,3-MEDIUM,Clerk#000000398,0, beans are above the blithely even 
4203492,51586,F,172733.79,1992-08-16,4-NOT SPECIFIED,Clerk#000000134,0,"ut the regular, express ex"
4203493,135595,F,247147.04,1993-09-14,4-NOT SPECIFIED,Clerk#000000449,0,: quickly pending deposits cajole blith
4203494,128803,O,34288.32,1998-06-17,4-NOT SPECIFIED,Clerk#000000260,0,ets according to the carefull
4203495,110404,F,156351.98,1994-04-03,1-URGENT,Clerk#000000154,0,jole furiously sometimes unusual epitaphs. blith
4203520,29740,F,287381.81,1993-01-04,4-NOT SPECIFIED,Clerk#000000494,0,aggle slyly along the furiously special instructions. regular ideas prom
4203521,31018,F,206090.13,1992-09-16,2-HIGH,Clerk#000000771,0,"ounts. special asymptotes after the busy, p"
4203522,68999,F,194391.81,1992-08-05,4-NOT SPECIFIED,Clerk#000000540,0,y close deposits haggle. furiously final pains breach quickly
4203523,12749,F,256988.71,1994-12-04,4-NOT SPECIFIED,Clerk#000000393,0,structions wake carefully care
4203524,64741,F,226506.21,1994-02-10,5-LOW,Clerk#000000685,0,deposits. express patterns haggle carefully. carefully ironic deposits 
4203525,137959,O,141041.61,1996-04-12,4-NOT SPECIFIED,Clerk#000000377,0," are quickly slow, ironic du"
4203526,102130,F,48172.95,1993-09-08,3-MEDIUM,Clerk#000000181,0,nding excuses. slyly express dolphins detect furiousl
4203527,35227,O,140676.48,1996-07-19,5-LOW,Clerk#000000709,0,ding pearls against the care
4203552,140743,F,171114.81,1993-03-30,1-URGENT,Clerk#000000894,0,"counts integrate. regular, regula"
4203553,103681,F,279577.47,1992-12-09,4-NOT SPECIFIED,Clerk#000000036,0, express dependencies wake blithely fluffily regular accounts. qu
4203554,6412,O,246364.47,1995-11-05,2-HIGH,Clerk#000000936,0,. carefully final dependencies 
4203555,44377,F,262225.52,1992-02-11,4-NOT SPECIFIED,Clerk#000000734,0,the carefully regular instructions. ironic requests bo
4203556,16207,F,177294.62,1993-03-03,5-LOW,Clerk#000000452,0,ts. deposits haggle. quickly unusua
4203557,112709,F,142244.66,1993-08-22,5-LOW,Clerk#000000999,0,ggle furiously fluffily pending requests. final accounts about 
4203558,96832,F,238296.02,1993-12-21,3-MEDIUM,Clerk#000000430,0,"final, regular depe"
4203559,97888,F,58187.24,1992-05-01,4-NOT SPECIFIED,Clerk#000000007,0,quests are carefully; slyly unusual deposits use furiou
4203584,139450,P,158475.15,1995-03-25,3-MEDIUM,Clerk#000000632,0,lar ideas. ironic foxes print s
4203585,116048,F,191947.71,1994-04-11,2-HIGH,Clerk#000000781,0,"e slyly. slyly regular accounts across the regular, bold de"
4203586,108488,O,237311.77,1995-07-16,2-HIGH,Clerk#000000328,0, slyly express accounts. qui
4203587,101552,O,29272.01,1998-02-10,1-URGENT,Clerk#000000441,0,sly about the final sentiments. slyly regular ideas hind
4203588,81229,F,303525.37,1994-02-07,1-URGENT,Clerk#000000801,0,s. slyly ironic mult
4203589,36347,F,90943.83,1992-11-06,5-LOW,Clerk#000000583,0,y furiously even packages. ironic requests are dogg
4203590,67495,O,54978.04,1996-02-22,2-HIGH,Clerk#000000388,0,even requests across
4203591,73216,O,137593.77,1998-05-07,5-LOW,Clerk#000000227,0,"to wake at the silent, even"
4203616,72737,O,208017.30,1996-10-30,4-NOT SPECIFIED,Clerk#000000162,0,"s boost final, pending foxes. flu"
4203617,139162,F,188980.36,1994-11-28,3-MEDIUM,Clerk#000000355,0,kly regular excuses nag
4203618,92041,F,123775.00,1992-12-06,1-URGENT,Clerk#000000289,0,the furiously even pack
4203619,104479,O,94064.50,1996-03-18,1-URGENT,Clerk#000000919,0,st around the furiously ironic pinto beans. slyly ironic pinto beans at the c
4203620,49784,O,87474.27,1995-11-17,4-NOT SPECIFIED,Clerk#000000662,0,". unusual, final deposits are abov"
4203621,13294,O,174915.17,1998-06-11,3-MEDIUM,Clerk#000000328,0,ully along the pending dolphins. furi
4203622,55871,F,74202.11,1993-10-25,1-URGENT,Clerk#000000989,0, unusual deposits. packages nag
4203623,16978,O,92998.07,1996-02-26,2-HIGH,Clerk#000000570,0,es. pending ideas c
4203648,19127,F,168342.04,1993-06-25,2-HIGH,Clerk#000000749,0,e of the quickly ruthless pinto beans. packages at t
4203649,3193,F,69749.85,1994-06-26,3-MEDIUM,Clerk#000000480,0,"sits. special, ironic accounts sleep furiously about the idly final accounts."
4203650,85688,F,76030.39,1994-07-01,2-HIGH,Clerk#000000667,0,ly thin requests cajole slyly carefully special depths.
4203651,6472,P,132052.25,1995-03-15,3-MEDIUM,Clerk#000000628,0,ckages. fluffily regular deposits are around the
4203652,4157,O,15388.19,1997-08-06,2-HIGH,Clerk#000000085,0,ld have to are blithely special frets. unusual pa
4203653,109669,F,330953.10,1993-07-24,5-LOW,Clerk#000000904,0," slyly ironic ideas integrate carefully regular, silent pinto bean"
4203654,140416,O,26141.45,1997-07-25,4-NOT SPECIFIED,Clerk#000000433,0,lly. slyly special t
4203655,139871,F,282999.66,1994-06-10,3-MEDIUM,Clerk#000000591,0,nently according to the sometimes ironic accounts. carefully even instructions
4203680,148522,O,58484.70,1997-11-02,5-LOW,Clerk#000000367,0,ts at the blithely pending deposits haggle
4203681,49600,O,122958.70,1998-04-09,4-NOT SPECIFIED,Clerk#000000723,0,ets; furiously unusual platelets was sometimes quickly fina
4203682,51214,O,50174.81,1995-12-31,3-MEDIUM,Clerk#000000457,0,egular deposits. even pac
4203683,36910,F,60333.98,1994-06-19,2-HIGH,Clerk#000000790,0,rs haggle. regular pinto bean
4203684,77758,F,341012.30,1992-11-23,4-NOT SPECIFIED,Clerk#000000513,0,ironic accounts hang carefully. blithely pending platelets
4203685,66007,O,197167.45,1996-12-09,1-URGENT,Clerk#000000207,0,hely special pinto beans are fi
4203686,105715,F,6905.83,1992-03-20,3-MEDIUM,Clerk#000000847,0, wake fluffily slyly regular deposits. carefully even deposits between the c
4203687,97,F,9467.81,1992-07-05,3-MEDIUM,Clerk#000000664,0,s foxes haggle furious
4203712,123520,P,136198.30,1995-04-13,1-URGENT,Clerk#000000980,0,en requests? fluffily regula
4203713,118426,O,42203.54,1995-08-27,5-LOW,Clerk#000000656,0,aggle blithely. blithely quiet sauternes shall have to 
4203714,17029,F,136605.65,1992-01-14,5-LOW,Clerk#000000816,0,s haggle to the instructions. carefully pending deposits aroun
4203715,123599,O,6966.19,1995-12-13,5-LOW,Clerk#000000630,0,serve carefully. final accounts wake. stealthily 
4203716,127903,F,298423.47,1992-11-04,1-URGENT,Clerk#000000340,0, against the never final instructions. regular accounts cajole.
4203717,142480,F,83653.54,1992-12-11,1-URGENT,Clerk#000000174,0,s. pinto beans detect slyly regular
4203718,31630,F,185183.02,1993-07-21,2-HIGH,Clerk#000000985,0,e blithely special theod
4203719,138541,F,12407.50,1992-03-26,3-MEDIUM,Clerk#000000298,0,regular ideas cajole quickly after the slyly unu
4203744,138985,O,124965.35,1996-11-28,5-LOW,Clerk#000000846,0,sits should have to impress. final platelets integrate fluffily along the
4203745,110455,O,173241.01,1997-06-08,5-LOW,Clerk#000000221,0,nal requests affix slyly after the forges. even ideas boos
4203746,7135,F,94728.06,1994-04-12,1-URGENT,Clerk#000000735,0,"iers. even, final platelets impress. slyly fluffy foxes are furi"
4203747,47026,F,173758.61,1993-12-10,5-LOW,Clerk#000000962,0,"kages breach ironic,"
4203748,4877,F,192660.80,1993-06-24,3-MEDIUM,Clerk#000000895,0,y among the slyly final dependencies. silent foxes run slyly final depo
4203749,59482,F,218901.79,1992-05-22,2-HIGH,Clerk#000000683,0, carefully even instructions. furiously ironic pinto beans are slyly ca
4203750,91171,F,90135.29,1993-11-07,3-MEDIUM,Clerk#000000689,0,s cajole throughout the
4203751,43991,F,262588.11,1995-01-03,3-MEDIUM,Clerk#000000157,0,regular pinto beans. carefully regular foxes wake
4203776,4090,F,332883.74,1992-05-16,1-URGENT,Clerk#000000972,0,usly even deposits affix foxes? even foxes hang according to the b
4203777,27529,F,269238.21,1993-03-08,5-LOW,Clerk#000000139,0,e slyly. slyly even platelets according to the th
4203778,78595,O,187130.07,1997-03-16,3-MEDIUM,Clerk#000000314,0,"inal dinos boost pending, si"
4203779,40778,O,256688.77,1997-11-26,2-HIGH,Clerk#000000611,0,"es wake carefully express, even asympto"
4203780,146389,F,27595.82,1993-04-11,5-LOW,Clerk#000000261,0,"fully silent dinos. final, special ideas sleep carefully unusual req"
4203781,39337,F,178133.75,1994-08-06,1-URGENT,Clerk#000000049,0,lyly against the slyly ironic accounts. 
4203782,72197,F,82811.18,1994-06-22,5-LOW,Clerk#000000155,0,"old, special foxes integrate slyly according to the fluffily final asymptote"
4203783,53863,F,123747.84,1993-05-18,4-NOT SPECIFIED,Clerk#000000741,0, bold theodolites abo
4203808,144410,O,318287.66,1995-09-21,2-HIGH,Clerk#000000878,0,nusual theodolites along the slyly bo
4203809,85828,F,59223.43,1994-01-09,3-MEDIUM,Clerk#000000254,0,lessly against the carefully express ide
